골반 허벅지 보소 ㅋㅋ,SE,,,,,
우리 [이름]이 궁뎅이 살랑살랑 잘 흔드네~~,SE,,,,,
우리 [이름]이 궁디도 잘 흔드노,SE,,,,,
니애미,IN,,,,,
너는 줘도 안 먹어,SE,,,,,
이걸 누가 먹어; 줘도 안 먹겠다,CLEAN,,,,,
나도 딸침 ㅜㅜ 허벅지 만지면 어떤 느낌일까,SE,,,,,
저런 딸들 나고 싶다 나두 저 보지 먹고 싶어,SE,,,,,
딸침 전나아우 ㅜㅜ,SE,,,,,
아니 글쎄 우리 딸이 서울대를 갔지 뭐예요~~,CLEAN,,,,,
똥꼬에 혓바닥 집어넣고싶다,SE,,,,,
여자 가수들은 다들 벗고 하는 짓이 다 왜 이모냥이냐....연예인 매춘굴을 하나 만들어라 차라리...쯧쯧,SE,,,,,
와 슬슬 여름인가; 너무 더워서 재킷 바로 벗음;,CLEAN,,,,,
입에 ㅈㅈ비비고싶네ㅇㅈ?,SE,,,,,
ㅈㅈ,SE,,,,,
ㅂㅈ,SE,,,,,
자지,SE,,,,,
보지,SE,,,,,
창년들 맛있겠고만,SE,,,,,
저게 입은거냐ㅋㅋ 이럴거면 걍 벗어라..ㅡ,SE,,,,,
섹스,SE,,,,,
이걸로 지금까지 한 컵은 뽑았다야ㅋㅋ;,SE,,,,,
daughter감,SE,,,,,
댓글이 더 꼴림 ㄹㅇ,SE,,,,,
꼴,SE,,,,,
꼴페미,IN,,,,,
꼴림,SE,,,,,
멀꼴아바ㅡㅡ,CLEAN,,,,,
저렇게 멍청멍청해도 사는거보면 ㅋㅋ 틀감성이지,IN,,,,,
겨드랑이 페로몬 어필하는 음란한년이네요ㅠ,SE,,,,,
제 두툼한 자지 누나 좁은 질 사이에 밀어넣고 자궁 입구에 귀두 비벼주고 싶네요 ㅎㅎ,SE,,,,,
오줌 찔끔찔끔 지리면서 정액 달라고 조르실듯,SE,,,,,
누나 똥구멍에도 삽입한다..?,SE,,,,,
대장 휘어지는 부분까지 넣어주면 좋다고 앙앙대겠지ㅎㅎ,SE,,,,,
그렇게 피스톤질하다 퐁! 하고 빼면 내 귀두에 누나 똥찌꺼기 껴있겠지ㅠ,SE,,,,,
이거 보면서 한시간동안 가라앉지 않고 있어요 ㅠ,SE,,,,,
조국 수사는 이제 막바지. 기껏해봐야 와이프가 표장장관련 의혹이 전부. 국민을 위한 검찰 개혁이 이렇게 폄하하는 자한당 언제 까지 용납할것인가. 자한당 반드시 청산해야 나라가 한발짝이라도 앞으로 갈것. 이제 적페당에 끌려 다니는 나약한 민주당도 심판하자.,PO,,,,,
보지는 돈 벌어서 좋고꼬추는 섹스해서 좋고서로 윈윈인데 이게 왜 불법이냐,SE,,,,,
빍ㅔ이츠 공산당이다,PO,,,,,
똥고에 들어갔던 꼬치 먹고싶은사람이 없어서 그렇지않겠노,SE,,,,,
보지민국에서 뭘 믿겠노? 보지 믿고그러지,SE,,,,,
문프발 5G 바이러스가 사실이었노 ㅋㅋㅋ,PO,,,,,
문프,PO,,,,,
이잼,PO,,,,,
저기다가 밤꽃냄세 나는액채를 살며시 발라줘라 그럼 냄세 더욱 ㅅㅌㅊ 될꺼다 이기야,SE,,,,,
북딱딱 기분딱!조타다같이 망해보자 이기야!!,IN,,,,,
틀딱,IN,,,,,
잼민,IN,,,,,
피싸개,IN,,,,,
문재인 애미씹창년새끼,PO,,,,,
이재명 빠는 새끼들도 문재인 박근혜 빠는 새끼들하고 다를게 없어...,PO,,,,,
#@이름# 대통령 되면 #@이름# 시즌 *가 될거라 예상했더니 #@이름#근혜 7년의 시즌 *가 열리겠구나. 중국 의존도가 높은 몇 개 기업 줄도산하고 느네 식구들이 길바닥에 나앉아 봐야 이게 아닌데 싶을라나. 하긴 그런 날이 와도 여전히 똥꼬빨 놈들이 득실대겠지만....,PO,,,,,
윤선생  독립군에게 절을하다니 정신 차리세요. 조센징들의 압력에 굴하지 말고 소신을 갖고 일본과 협력하여 좌파정권 중국공산당과 싸워야합니다.,PO,,,,,
정의당 비례대표 찍은 사람들 반성해라 찍을넘 없다고 불쌍한당 밀어주면 이꼴나는거다,PO,,,,,
민주당 떨거지들 어는 누구하나 기회주의자 아닌것이 있나?,PO,,,,,
쇼를 하네 ㅋㅋㅋㅋ 연기배우냐 저당에 있는것들은 항상 저런식이냐 ㅋㅋㅋ,PO,,,,,
#@이름# 공산주의자인가? 국민 세금으로 영웅짓하네,PO,,,,,
저런미숙아가 판치는 민주당이 정말싫다,PO,,,,,
#@이름# 말이 맞긴 맞네! 예리하긴 하네! 내가 찐 우파라서 #@이름# 방송같은 거 한번도 들어본적이 없는데 예리하긴 하네. 좌파의 브레인 맞음. #@이름#은 버려라. 찐 우파라서 한마디 하는데 시덥지도 않게 의원직 던지는 것도 그렇고 #@이름# 스러워. 10년 #@이름# 시대를 펼치게 한 역적넘이랑 하는 짓거리 비슷하네! 언론이 이상하게 띄워주는 것도 이상하고 #@이름#이랑같이 아무것도 업적도 없는데 이상하게 영웅시함. 마음에 안드는 여자임. 415 부정선거도 없다 하고. 그렇게 똑똑한 여자가 모를리 없음.,PO,,,,,
친북 좌익 도륙내자,PO,,,,,
#@이름#은 수구보수주의자들에겐 열열한 지지을 받지만 정작 상식적인 국민들에겐 지지을받지 못한다. #@이름#로는 보수는 대선필패다. 애초에. 평생술좋아하는 칼잡이가 속성과외로 대통령을 하겠다는것 자체가 비상식이다,PO,,,,,
성추행당에도 여성운동가의 대모가 있지. 그도 여성 피해자를 피해호소인으로 전락시킨 역력한 공을 세운 성추행당이 존재하는한 우리나라 정치발전은 영원히 없다. 즉 성추행당은 영원히 없어졍야 할당이 증명되었다. 성추행당의 민낯은 바로 성추행 성폭행이 목적이고 내로남불은 옵션이다,PO,,,,,
지들이 유리할땐 실시간 검색어 미디어 편집권 정부광고 우선권 이런거이 한 마디도 안 하더니만 갑자기ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 어디서 약을팔아? 무조건 정권고교체!,PO,,,,,
우리나라는 저런 가짜 여성운동가들 때문에 페미니즘의 무덤이 되었다. 자기들에게 달면 삼키고 쓰면 뱉고 짓밟는 허울만 페미니스트인 자들의 추악한 내면은 이미 문정권하에서 다 들통이 나지않았나. 그들은 자기들 출세와 금전적 이익을 위해서만 페미니스트인척 결국 페미니즘은 정치에 이용해먹는 여러가지 수단에 불과하다는걸 드러냈고 심지어 여성들마저 안티페미로 몰아버리게 된 것이다. 역겹다 자기들도 여성이면서 성을 이용하는 저들.,PO,,,,,
사과를 모른는 문통 부끄러움을 모르는 군통한없이 작아지는 #@이름#...ㅜㅜ,PO,,,,,
펨베충과 문베충들이 한편 먹었네ㅋ,PO,,,,,
연 소득 5천만원이 고소득자구나 ㅅㅂ 미친 정부야.. 그깟 25만원 안받아도 상관 없다만 니들같은 쓰레기들이 내 세금으로 생색 내는게 아주 좃같구나,PO,,,,,
#@이름# 정권 말아머근것들..ㅊㅋ해..,PO,,,,,
이번 기회에 틀딱 꼰대 보수 정치인들 물갈이하고 개혁해야된다. 틀딱 꼰대로는 정권교체 어렵다.,PO,,,,,
아ㅋㅋ 달레반들 여기서 정모중?? 달레반들아 오늘 법무부 차관님의 지엄하신 모습에 지려버렷다ㄷㄷ,PO,,,,,
국민의힘 의원들은 #@이름# 꼬봉들이나 허수아비들만 있는것같다 저런 철딱써니없는 애송이를 대표로 모시고 굽신거리고 있으니 참으로 기가찰 노릇이다 하루빨리 끌어 내리는게 대한민국이 살길이다,PO,,,,,
이런놈 뽑은놈이 누군데!!! 달나라에서 왔냐!!! 지랑 똑같은놈 뽑아놓고!!,PO,,,,,
지구온난화와 인공지능화등으로 기온은 올라가고 당연히 전기사용량은 증가할 수밖에 없는 데도 시민단체나 주장하는 탈원전을 정책으로 하는 무.식.한 놈들때문에 국민들만 힘들구나,PO,,,,,
일본놈 만화보다는 우리나라 만화가 좋지 ㅎ 엉덩이는 쪽발이 꺼다 ㅎ,PO,,,,,
촉새 #@이름# 때문에 국힘은 폭망하게 생겼네~,PO,,,,,
놀고들있네 니깟게 대통령 아나떡이다,PO,,,,,
뭐 보여준것도 없는 떨거지까지 나와서 공약 이행률 90% 보여준 #@이름# 한테 무협지발언이나하고 이거 민주당 머리가 어떻게 된거아니냐? 야당은 바퀴벌레까지 싹싹 끍어모으는데 #@이름# 꺾고 가면 그 표가 다 니들한테 갈꺼같냐? 진짜 꼴통같은 넘들이네 #@이름# 아니면 난 야당 찍을 생각이다,PO,,,,,
줄서기냐 줄 세우기냐 더럽고 나쁜정치 *번지 아웃,PO,,,,,
#@이름#아. #@이름#가 왜곡을 한두번 했냐? 여태 가만있다가 #@이름# 깔때만 바른소리 하는구나.,PO,,,,,
참 역겹다 자기가 뭐 나라 국민 구세주인양 ??????????????? 천하에 배신자고 역적이면서 꼴부견이다 #@이름#대통령에 부끄럽지도 않나 철면피다 또 한사람 더 있지??????????????? 역대 정권중에 최고로 도덕적이고 국방 외교 경제적인면 특히 국가와 국민을위해 헌신한 최고의 대통령이었고 정권이었다 야당 국힘당은 뭘 했나????????? 사사건건 정쟁밖에 하물며 자기당내에서 후보자가 부실하니 배신자들을 끌어 안을 려고 침흘리는 꼬라지하고는 최악이다,PO,,,,,
중앙일보 석열이에서 갈아탔네 계속 띄어주네..인지도 올려주고 미화시켜주고..대한민국 인물들은 언론에 의해서 죽고사네..언론에 밑보이면 나락이요 아부떨면 대통령까지 만들어 주고..대한민국 최고 권력은 언론이듯,PO,,,,,
민주당과 문정권...이 후안무치 뻔뻔하고 가증스러운 염치를 밥 말아먹은 인간 말종들은 제발 좀 입에 지퍼달고 잠자코 있어라!! 국민들이 이 거짓 음모를 다 보고있다,PO,,,,,
어제 #@이름#이 #@이름# 까대는 모습과 문대통령이 차 한잔 건넨 거 자랑하는 모습 보니 속물에 순수한 모습은 전혀 없는 정치인이라는게 나는 보이더라. 저런 인간에게 지위를 주면 남용하고 자기 왕국 세울 인간임에 틀림 없는데 왜 저런 속물을 중도에서 지지해 주는지 모르겠다. #@이름#이 점잖은척 하며 모든 인사 좌파세상 만들어 썩어문들어 졌는데 하물며 #@이름#은 신사처럼 나라를 운영할까?,PO,,,,,
저 화상 민주당으로 날려버렸으면 좋겠다 동족들이 많아서 자기도 거기가 더 편할 텐데,PO,,,,,
극우꼴통들은 지네 #@이름# #@이름# 잡아가둔 #@이름#에  왜기대하는거지?나이가 많아서 다들 치매인가#@이름#이 옆에서 받들어 총 하다가 이제는 집 나간 개 취급하는거 보면 그냥 별 생각없이 그때그때 지지도 높은 놈이면 무조건 충성하는건가그래 그렇게 추접스럽게라도 살아남으면서 어떻게든 살아남는 자가 강한거라고 자위하면 살아라,PO,,,,,
정말 썩어빠진 좌파 종북 대깨들의 본산지이자 자유대한민국에서ㅈ뿌리뽑아버려야 할 단체들 민노총 전교조 민변 우리법연구회  등등 이것들은 왜 북으로 안가고 자유대한민국에 기생하고 있는가 이것들이 데모를 한다면 #@이름#정권은 그대로 끝이다  전부 일망타진 소탕해서 감방으로ㅈ보내던지 북으로 싸서 보내버려야한다,PO,,,,,
석보 윤씨 코로나 확진자 와 접촉 후 칩거! 윤씨 : ㅇㅓ! 그게 말이야 ㅇㅓ! 진의는 그게 아닌데 자꾸 ㅇㅓ! 일부 반대당 지지자들이 말이야 ㅇㅓ! 쩍벌쩍벌~ ㅇㅓ! 대선 후보가 돌아당기다 보면 ㅇㅓ! 더리더리~ 확진자 만날수도 있지 그걸 ㅇㅓ! 그 코로나는 확진 되도 전염 안되고 ㅇㅓ! 서민들은 걸려도 죽지만 않으면 되는거야 ㅇㅓ!,PO,,,,,
#@이름# #@이름#은 농지법 위반 아니냐? #@이름#처럼 책임져라. #@이름# #@이름# 같은 사람들이 들끓는 민주당은 정말 더럽다,PO,,,,,
세월호때 노란 리본 달고 생난리 치며 #@이름# 하야 외치던 인간들 왜 아무런 말이 없나~~~~!!#@이름#과 민주당의 이중성은 이제 신물 날 지경이다~~~~!!!,PO,,,,,
문제는 국민의 삶을 정부가 다 책임지면 노력하는놈껄 뺏어서 놈팽이들 한테 줘야 된다. 그게 민주당식 책임 방법이야! 어느정도는 본인이 알아서 하게 해줘야 서로 노력을 하잔아!,PO,,,,,
30년전에 출가한 딸하고 아버지 투기의헉하고 먼 상관이야! 공산당 연좌제 부활이냐? 싫다 정말 이정권 유치하고 더럽다,PO,,,,,
아무리 좌좀들이 ㅈㄹ 해도 국회상임위 기밀정보로 흑석동 땅투기한 더불어민주당 쓰레기 그리고 농지법 위반해놓고 아스팔트위에 농사지었다고 개구라치는 영농호소인 #@이름#에 비하면 #@이름#은 거의 공자수준 도덕성이지,PO,,,,,
저면상 보기싫다 넌 말이라고 하니 진짜 모지리 #@이름#이다 정말 답없다 탄핵해야함,PO,,,,,
#@이름# 정부에선 #@이름#-#@이름#-#@이름#-#@이름# 없을 것이 아니라 제거하세요. 그 몸통과 여편네 추종자와 그 그늘에서 선동하는 놈들도 심판하기 바래봅니다.,PO,,,,,
임기 끝나고 감빵행 *순위..국민들 다 알지. 존나도 빨갱시들 빼고,PO,,,,,
신뢰받지못하는자에 비굴한 정치프레임쇼..정치계 삼류양아치,PO,,,,,
검찰 조직깡패 두목에게 사시미칼 주는순간 위대한 대한민국 은 또다시 일본놈들의 속국으로 전략 한다 위대한 대한민국 국민여러분 꼭 명심해야 합니다,PO,,,,,
국민들 힘든건 아랑곳 없고 #@이름# 걱정에 치적 쑈에퍼줄 궁리만하는 거지같은 정권,PO,,,,,
도리도리가 대똥에 #@이름#가 영부인 사기꾼 장모까지 트리오로 그림 끝내준다,PO,,,,,
몰랐을 리가 인나???#@이름# 유세현장에서 경공모 가즈아!엄청 챙기는거 화면으로 다 나왔는데...!이넘들은 증거가 다 있는데도 발뺌을하네...!,PO,,,,,
진장한 친일은 황교이쿠~ 만물일본설 교이쿠니가가라 니뽄으로,PO,,,,,
니 아드냄이는 정말 웃긴다. 지는받고 국민들은 내놓으라고.,PO,,,,,
#@이름# 지지자가 #@이름#딸을 조사하는데 공정한 조사가 이뤄질까 의문이다. 이 정부 들어서 청와대정부여당은 공정을 어디다 쌈싸먹었는지 상식선에서는 이해할 수 없는 일이 너무 많이 일어난다.,PO,,,,,
윤가 20%지지라고... 이런 기회주의자를... 지지한다는 20% 연구대상이다 . 하긴 60년 개교육이 문가같은 사람을 촛불로 입성시켜 나라를 말아먹고 있는데... 이 또한 뭔 미친짓인지... 안목들좀 가져라 뽑아놓고 헛소리들 그만좀하고... ㅉㅉ,PO,,,,,
일본은 국짐당이 언제나 감싸준다..ㅋㅋ 나라 팔아 먹는 새 키들..,PO,,,,,
#@이름# 국토부장관 후보자는 2주택자라고 투기꾼몰이해서 사퇴시킨 국짐당에서 시대적 혜택 쳐받아 4채나 투기쳐하신 #@이름#를???? 진심 보스급 끝판왕 내로남불 시전이네 ㅋㅋㅋㅋㅋㅋㅋㅋ 내가사면 시대적 혜택 남이사면 투기꾼 쳐죽일넘!!,PO,,,,,
#@이름# 대깨 탈출 !!!! 탈출은 지능순이랬는데 지금이라도 안 늦었다!!~~~,PO,,,,,
큰 실수죠 속마음을 그냥 말해버리다니 아니면 그냥 들으라고 일부러 한 말인가요 #@이름#과 회담 같은 것 전혀 관심 없으니 혼자 딸딸이 치지 말랍니다 #@이름# 정부 대일외교는 남북관계 수준으로 처참합니다 완전히 망했죠 연락사무소 폭파한 #@이름#이 정권 바뀌기 전까지 대화할 생각이 1도 없는 것처런 일본도 #@이름# 정권이 바뀌지 않는 한 대화할 생각 조금도 없습니다,PO,,,,,
방역실패 주범이 할말이냐? 아직도 짱꼴라 입국 안막는넘이?,PO,,,,,
뻑 하면#@이름#정신ㅎㅈㅇ그리할말이없나?국민은한심하고 지겹다국민이 좀 잘 묵고잘 사는데 ㄷㄱㄹ 써라!,PO,,,,,
좌익은 윤의원 사퇴의 뜻이나 알까?? 오직 돈 돈 ㅋㅋ,PO,,,,,
#@이름#가 청와대가서 대통령 빨아대는 이유가 있구나.,PO,,,,,
한걸레 출신 #@이름#이 주도한 언론재갈법 너들이 야당일 때 언론자유를 수천만번 외쳤다. 권력을 잡으니 비판 언론이 정권유지에 걸림돌이 되니까 언론자유를 말살하는 짓이다. 언론자유를 말살하는 것은 민주주의를 말살하는 것이다.,PO,,,,,
가짜뉴스 분열뉴스 대표기레기 조선~ #@이름#이에게 미련을 많이 가지고있네~ #@이름# 장모 와이프 범죄경제공동체~ 자기범죄들어날까봐 총장재직시 현정부 비리 파헤치는척 피해받은척 코스프레 쩐다~ 장모수십억 국가돈 꿀꺽하고 구속되고~ 수백억 사문서 위조 재판중이고 #@이름#와이프 #@이름# 사기공모에 불법기부금수령 더우낀건 이름도 바뀌고 얼굴도 성형으로 바꿔 검사남편도 바꾼~ 희대의 모녀사기꾼에 그보호막 #@이름#이 ~ 이런놈을 수구적폐티케이틀딱들 뭍지마지지해서 현정부 무조건반대하는 쒸레기들 악마들~ 솔직히 이런놈이 대통되면 탄핵된다~,PO,,,,,
아직도 #@이름# 지지하는 놈들은 전부 다 십자가에 못박아서 광화문 앞과 경부고속도로에 일렬로 쭈욱 매달아야한다. 진심 역사상 이정도로 OOO들은 없었다. 핵뻘갱이들,PO,,,,,
제목만봐도 조선일보 ㅎ 매국노보수언론,PO,,,,,
그런데 이제명은 625를 미군점령군 침략이라고 생각하고 있는자가 대똥이 되면 나라 진짜 아프간처럼 대똥 된다. 이제명을 제명시켜야 한다 대한민국이 산다.,PO,,,,,
#@이름#같은 비정상적인 사람을 기관장으로 세운 너희 #@이름#당.. #@이름#은 정상인지?,PO,,,,,
확실히 알았다 #@이름#보다 무능하고 #@이름#보다 어벙한 놈ㅉㅉ정치 경제 외교 안보 보건 뭐 하나 아는 거 하나도 없는 어리버리한 놈 허수아비 얼굴마담으로 옹립하고 실세 휘두르려던 운동권들의 작품 = 대한민국 4년만에 OOO나는 중 다음 정권쯤 되면 그 여파가 파도처럼 밀려올듯ㅡㅡ,PO,,,,,
그냥 콩가루 정당인데 뭘 새삼스럽게,PO,,,,,
그래도 야당이 대통인물이 많군 여권은 정말없음 #@이름# #@이름# 부끄러운인물이다.#@이름# 허리멍텅 이중인격자 #@이름#은 부끄러운인간쓰레기 누구하나 내세울것이없는인물,PO,,,,,
가짜국개들이 득실거리는 대한민국국회대법원은 연수을재검표과정에서나온증거를 바탕으로빨리선거무효선언하고 415부정선거특검으로 정상국회만들어야한다,PO,,,,,
??같은 정권. ?? 같은 놈이 대통령 자리에 앉아 나라 말아 먹고있다,PO,,,,,
#@이름# 캠프에서 미리 줄 서서 그 안에서 완장질 하려는 의원들 진짜 꼴보기 싫네.,PO,,,,,
일본의 극우수꼴인 산케이는 혐한인데 어째서 한국의 극우수꼴인 #@이름#은 친일인가,PO,,,,,
민주당의 이중대~ 선택적 폐미집단!,PO,,,,,
